OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,ShipDate,DeliveryDate,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price,OrderDate,Revenue,Revenue before Discount,Season,State
SO - 0001027,Distributor,WARE-NBV1002,2018-07-19,2018-09-19,2018-09-27,23,14,83,25,1,0.15,"2,154.52",2659.9,2018-09-15,2260.915,2659.9,Fall,Mississippi
SO - 0001028,Online,WARE-NMK1003,2018-10-04,2018-12-10,2018-10-21,17,24,128,18,8,0.05,637.77,1118.9,2018-09-15,8503.64,8951.2,Fall,New York
SO - 0001029,In-Store,WARE-PUJ1005,2018-10-04,2018-02-10,2018-07-10,4,46,327,7,4,0.4,"2,257.77",3892.7,2018-09-15,9342.48,15570.8,Fall,California
SO - 0001030,In-Store,WARE-NMK1003,2018-07-19,2018-04-10,2018-11-10,9,47,177,5,3,0.075,921.52,2003.3,2018-09-15,5559.1575,6009.9,Fall,Pennsylvania
SO - 0001031,Online,WARE-NBV1002,2018-07-19,2018-09-23,2018-09-28,12,26,86,42,4,0.05,788.66,998.3,2018-09-15,3793.5399999999995,3993.2,Fall,Florida
SO - 0001032,In-Store,WARE-PUJ1005,2018-07-19,2018-05-10,2018-10-13,9,45,312,17,3,0.05,"1,654.90",2546.0,2018-09-16,7256.099999999999,7638.0,Fall,New York
SO - 0001033,Online,WARE-XYS1001,2018-07-19,2018-09-18,2018-09-23,15,29,26,26,5,0.075,"2,093.21",2552.7,2018-09-16,11806.237500000001,12763.5,Fall,Florida
SO - 0001034,In-Store,WARE-XYS1001,2018-07-19,2018-09-24,2018-09-28,1,22,49,16,8,0.05,"2,610.59",3839.1,2018-09-16,29177.159999999996,30712.8,Fall,Michigan
SO - 0001035,Distributor,WARE-MKL1006,2018-10-04,2018-09-25,2018-09-26,23,41,354,13,4,0.05,"4,071.52",6076.9,2018-09-16,23092.219999999998,24307.6,Fall,Ohio
SO - 0001036,Distributor,WARE-PUJ1005,2018-07-19,2018-11-10,2018-10-19,20,37,307,12,7,0.2,462.84,1051.9,2018-09-16,5890.640000000001,7363.300000000001,Fall,Texas
SO - 0001037,Distributor,WARE-PUJ1005,2018-10-04,2018-10-13,2018-10-15,21,45,303,41,8,0.075,577.47,1132.3,2018-09-16,8379.02,9058.4,Fall,South Carolina
SO - 0001038,In-Store,WARE-MKL1006,2018-07-19,2018-09-25,2018-09-26,6,8,366,25,8,0.05,"1,184.56",2961.4,2018-09-17,22506.64,23691.2,Fall,California
SO - 0001039,In-Store,WARE-NMK1003,2018-10-04,2018-09-30,2018-06-10,6,39,88,26,4,0.05,"2,140.05",3396.9,2018-09-17,12908.22,13587.6,Fall,Texas
SO - 0001040,In-Store,WARE-UHY1004,2018-10-04,2018-09-21,2018-01-10,5,34,244,5,7,0.2,"3,322.53",5728.5,2018-09-17,32079.600000000002,40099.5,Fall,Florida
SO - 0001041,Distributor,WARE-UHY1004,2018-07-19,2018-10-10,2018-12-10,21,46,230,19,6,0.05,"1,401.37",2224.4,2018-09-17,12679.08,13346.400000000001,Fall,Montana
SO - 0001042,Online,WARE-MKL1006,2018-07-19,2018-09-21,2018-09-29,13,42,357,39,3,0.075,"1,674.33",3986.5,2018-09-17,11062.5375,11959.5,Fall,Ohio
SO - 0001043,Wholesale,WARE-NMK1003,2018-07-19,2018-09-25,2018-01-10,26,39,155,4,8,0.1,"2,613.54",5681.6,2018-09-17,40907.520000000004,45452.8,Fall,Louisiana
SO - 0001044,Distributor,WARE-XYS1001,2018-10-04,2018-01-10,2018-08-10,23,39,21,20,2,0.075,"3,005.55",5272.9,2018-09-18,9754.865,10545.8,Fall,California
SO - 0001045,Distributor,WARE-PUJ1005,2018-07-19,2018-08-10,2018-10-17,23,24,323,45,8,0.2,529.03,1125.6,2018-09-18,7203.84,9004.8,Fall,Tennessee
SO - 0001046,Online,WARE-NBV1002,2018-07-19,2018-10-10,2018-10-16,15,37,60,46,7,0.05,400.26,690.1,2018-09-18,4589.165,4830.7,Fall,Missouri
SO - 0001047,In-Store,WARE-NMK1003,2018-07-19,2018-09-30,2018-06-10,5,29,92,23,3,0.05,"1,502.14",2546.0,2018-09-18,7256.099999999999,7638.0,Fall,Utah
SO - 0001048,In-Store,WARE-UHY1004,2018-07-19,2018-09-25,2018-04-10,1,9,224,43,5,0.1,"2,276.33",3035.1,2018-09-18,13657.95,15175.5,Fall,Montana
SO - 0001049,Online,WARE-NMK1003,2018-10-04,2018-09-29,2018-09-10,16,16,135,31,2,0.05,"2,444.03",4006.6,2018-09-18,7612.539999999999,8013.2,Fall,Texas
SO - 0001050,In-Store,WARE-NMK1003,2018-07-19,2018-09-22,2018-01-10,3,24,195,29,6,0.1,"2,179.91",3892.7,2018-09-19,21020.579999999998,23356.199999999997,Fall,Georgia
SO - 0001051,In-Store,WARE-MKL1006,2018-07-19,2018-05-10,2018-11-10,6,45,338,30,8,0.1,"1,334.37",2566.1,2018-09-19,18475.92,20528.8,Fall,Montana
SO - 0001052,In-Store,WARE-NMK1003,2018-07-19,2018-06-10,2018-07-10,2,44,201,23,8,0.075,786.65,1333.3,2018-09-19,9866.42,10666.4,Fall,Connecticut
SO - 0001053,In-Store,WARE-MKL1006,2018-07-19,2018-09-21,2018-09-25,8,20,353,7,5,0.05,452.32,1051.9,2018-09-19,4996.525,5259.5,Fall,Louisiana
SO - 0001054,Wholesale,WARE-PUJ1005,2018-07-19,2018-09-29,2018-09-10,27,49,281,41,3,0.05,"3,314.89",3946.3,2018-09-19,11246.955000000002,11838.900000000001,Fall,Washington
SO - 0001055,Distributor,WARE-NMK1003,2018-10-04,2018-04-10,2018-08-10,23,26,149,47,8,0.05,593.02,1118.9,2018-09-19,8503.64,8951.2,Fall,Oregon
SO - 0001056,Online,WARE-PUJ1005,2018-10-04,2018-07-10,2018-12-10,19,50,278,18,8,0.075,"1,325.26",2881.0,2018-09-19,21319.4,23048.0,Fall,Illinois
SO - 0001057,In-Store,WARE-UHY1004,2018-07-19,2018-09-26,2018-09-29,8,23,211,45,7,0.05,"1,890.74",2224.4,2018-09-20,14792.26,15570.800000000001,Fall,Oklahoma
SO - 0001058,Online,WARE-NMK1003,2018-10-04,2018-09-22,2018-02-10,19,39,164,9,1,0.075,586.79,1011.7,2018-09-20,935.8225000000001,1011.7,Fall,Idaho
SO - 0001059,Distributor,WARE-XYS1001,2018-10-04,2018-09-10,2018-12-10,24,16,17,1,2,0.2,123.95,167.5,2018-09-20,268.0,335.0,Fall,Georgia
SO - 0001060,In-Store,WARE-XYS1001,2018-07-19,2018-04-10,2018-10-14,12,4,15,32,7,0.05,740.35,1139.0,2018-09-20,7574.349999999999,7973.0,Fall,Tennessee
SO - 0001061,Distributor,WARE-NMK1003,2018-10-04,2018-09-10,2018-10-14,23,44,134,9,8,0.05,110.55,167.5,2018-09-20,1273.0,1340.0,Fall,Wisconsin
SO - 0001062,In-Store,WARE-NMK1003,2018-10-04,2018-10-14,2018-10-16,1,29,153,18,1,0.05,553.15,864.3,2018-09-20,821.0849999999999,864.3,Fall,New York
SO - 0001063,In-Store,WARE-NMK1003,2018-07-19,2018-05-10,2018-10-10,4,44,135,2,1,0.05,"2,477.33",2914.5,2018-09-20,2768.775,2914.5,Fall,Virginia
SO - 0001064,Distributor,WARE-UHY1004,2018-10-04,2018-10-15,2018-10-24,24,41,232,46,3,0.05,"2,858.22",5293.0,2018-09-21,15085.05,15879.0,Fall,Alabama
SO - 0001065,In-Store,WARE-NBV1002,2018-07-19,2018-09-29,2018-03-10,2,39,66,15,6,0.2,406.82,924.6,2018-09-21,4438.080000000001,5547.6,Fall,Ohio
SO - 0001066,In-Store,WARE-NMK1003,2018-07-19,2018-09-30,2018-09-10,4,47,160,1,4,0.1,619.08,884.4,2018-09-21,3183.84,3537.6,Fall,Delaware
SO - 0001067,Online,WARE-XYS1001,2018-07-19,2018-09-25,2018-03-10,18,3,58,11,7,0.4,"1,819.59",2458.9,2018-09-21,10327.38,17212.3,Fall,Florida
SO - 0001068,In-Store,WARE-MKL1006,2018-10-04,2018-10-14,2018-10-15,3,42,357,18,8,0.05,656.47,924.6,2018-09-21,7026.96,7396.8,Fall,New Jersey
SO - 0001069,In-Store,WARE-NMK1003,2018-10-04,2018-03-10,2018-12-10,8,12,101,21,8,0.05,"3,235.90",6344.9,2018-09-21,48221.24,50759.2,Fall,North Carolina
SO - 0001070,Online,WARE-XYS1001,2018-07-19,2018-09-10,2018-12-10,18,14,22,44,2,0.4,"2,910.35",3932.9,2018-09-21,4719.48,7865.8,Fall,Indiana
SO - 0001071,Distributor,WARE-PUJ1005,2018-10-04,2018-10-16,2018-10-26,23,3,296,40,5,0.075,500.49,1112.2,2018-09-22,5143.925,5561.0,Fall,Oklahoma
SO - 0001072,Distributor,WARE-UHY1004,2018-07-19,2018-01-10,2018-03-10,23,46,261,30,7,0.15,370.85,904.5,2018-09-22,5381.775,6331.5,Fall,Tennessee
SO - 0001073,Online,WARE-NMK1003,2018-07-19,2018-06-10,2018-07-10,15,50,93,28,2,0.075,524.61,1165.8,2018-09-22,2156.73,2331.6,Fall,Colorado
SO - 0001074,In-Store,WARE-PUJ1005,2018-10-04,2018-09-30,2018-05-10,1,14,291,5,7,0.15,116.71,174.2,2018-09-22,1036.4899999999998,1219.3999999999999,Fall,Florida
SO - 0001075,In-Store,WARE-PUJ1005,2018-10-04,2018-10-13,2018-10-22,11,27,320,38,6,0.075,"1,379.53",2378.5,2018-09-22,13200.675000000001,14271.0,Fall,Maryland
SO - 0001076,In-Store,WARE-MKL1006,2018-07-19,2018-09-28,2018-02-10,2,18,362,29,4,0.1,850.83,1025.1,2018-09-22,3690.3599999999997,4100.4,Fall,Minnesota
SO - 0001077,In-Store,WARE-NMK1003,2018-07-19,2018-10-16,2018-10-21,7,11,100,17,6,0.075,"2,034.72",3839.1,2018-09-22,21307.005,23034.6,Fall,California
SO - 0001078,Online,WARE-NMK1003,2018-07-19,2018-10-15,2018-10-25,16,11,170,34,8,0.15,650.03,1031.8,2018-09-22,7016.24,8254.4,Fall,Massachusetts
SO - 0001079,Wholesale,WARE-MKL1006,2018-10-04,2018-09-10,2018-11-10,27,7,336,16,6,0.05,623.1,1005.0,2018-09-22,5728.5,6030.0,Fall,California
SO - 0001080,Distributor,WARE-MKL1006,2018-07-19,2018-05-10,2018-10-13,25,31,339,5,6,0.05,"2,215.02",3886.0,2018-09-23,22150.2,23316.0,Fall,Pennsylvania
SO - 0001081,In-Store,WARE-NMK1003,2018-07-19,2018-08-10,2018-10-13,10,30,184,43,6,0.15,574.06,1125.6,2018-09-23,5740.5599999999995,6753.599999999999,Fall,New Mexico
SO - 0001082,In-Store,WARE-PUJ1005,2018-10-04,2018-02-10,2018-07-10,2,43,325,23,2,0.1,"1,832.72",3899.4,2018-09-23,7018.92,7798.8,Fall,Michigan
SO - 0001083,Online,WARE-UHY1004,2018-07-19,2018-09-26,2018-09-27,14,5,211,8,5,0.05,976.53,1842.5,2018-09-23,8751.875,9212.5,Fall,Virginia
SO - 0001084,Online,WARE-NMK1003,2018-10-04,2018-06-10,2018-07-10,17,11,155,27,2,0.05,86.43,201.0,2018-09-23,381.9,402.0,Fall,Missouri
SO - 0001085,Online,WARE-PUJ1005,2018-10-04,2018-10-17,2018-10-22,13,32,301,45,7,0.05,707.52,1768.8,2018-09-23,11762.52,12381.6,Fall,Washington
SO - 0001086,In-Store,WARE-PUJ1005,2018-10-04,2018-09-29,2018-04-10,3,24,267,10,1,0.4,"3,777.80",5996.5,2018-09-23,3597.9,5996.5,Fall,Illinois
SO - 0001087,Online,WARE-MKL1006,2018-10-04,2018-12-10,2018-10-17,13,15,329,29,1,0.075,"1,667.09",2525.9,2018-09-23,2336.4575,2525.9,Fall,Ohio
SO - 0001088,Distributor,WARE-XYS1001,2018-07-19,2018-10-13,2018-10-14,24,42,57,26,1,0.05,562.8,1005.0,2018-09-23,954.75,1005.0,Fall,South Dakota
SO - 0001089,Online,WARE-PUJ1005,2018-10-04,2018-09-25,2018-04-10,15,16,285,13,5,0.3,377.88,944.7,2018-09-23,3306.45,4723.5,Fall,Ohio
SO - 0001090,Online,WARE-UHY1004,2018-10-04,2018-01-10,2018-03-10,15,49,245,32,7,0.3,924.94,1681.7,2018-09-23,8240.33,11771.9,Fall,New York
SO - 0001091,Online,WARE-MKL1006,2018-10-04,2018-02-10,2018-07-10,14,20,336,10,2,0.2,151.96,180.9,2018-09-24,289.44,361.8,Fall,Indiana
SO - 0001092,Online,WARE-PUJ1005,2018-10-04,2018-09-10,2018-10-13,19,40,306,1,4,0.05,"1,592.72",1896.1,2018-09-24,7205.179999999999,7584.4,Fall,Massachusetts
SO - 0001093,In-Store,WARE-PUJ1005,2018-07-19,2018-06-10,2018-11-10,12,41,286,14,8,0.075,410.04,804.0,2018-09-24,5949.6,6432.0,Fall,Louisiana
SO - 0001094,In-Store,WARE-PUJ1005,2018-07-19,2018-09-30,2018-09-10,7,31,285,30,5,0.1,778.54,1112.2,2018-09-24,5004.900000000001,5561.0,Fall,Idaho
SO - 0001095,Online,WARE-NMK1003,2018-10-04,2018-10-14,2018-10-23,14,18,174,22,7,0.1,437.18,971.5,2018-09-24,6120.45,6800.5,Fall,Illinois
SO - 0001096,Online,WARE-PUJ1005,2018-10-04,2018-10-20,2018-10-25,17,30,271,3,2,0.05,"1,380.74",2465.6,2018-09-24,4684.639999999999,4931.2,Fall,Alaska
SO - 0001097,In-Store,WARE-UHY1004,2018-10-04,2018-09-26,2018-05-10,2,34,208,47,6,0.05,"1,915.13",2659.9,2018-09-24,15161.43,15959.400000000001,Fall,Washington
SO - 0001098,Wholesale,WARE-NBV1002,2018-07-19,2018-11-10,2018-10-13,27,30,61,11,7,0.2,"1,155.75",1675.0,2018-09-25,9380.0,11725.0,Fall,New Jersey
SO - 0001099,Online,WARE-NMK1003,2018-07-19,2018-09-27,2018-03-10,14,3,115,38,5,0.05,"3,505.84",6150.6,2018-09-25,29215.35,30753.0,Fall,Florida
SO - 0001100,Online,WARE-NMK1003,2018-10-04,2018-09-27,2018-04-10,16,43,172,43,5,0.05,"2,387.88",5306.4,2018-09-25,25205.399999999998,26532.0,Fall,Nevada
SO - 0001101,Distributor,WARE-PUJ1005,2018-07-19,2018-02-10,2018-09-10,21,3,329,3,6,0.15,"3,082.13",3758.7,2018-09-25,19169.369999999995,22552.199999999997,Fall,New York
SO - 0001102,Online,WARE-PUJ1005,2018-10-04,2018-05-10,2018-10-10,15,8,318,23,7,0.075,"1,603.98",2291.4,2018-09-25,14836.815000000002,16039.800000000001,Fall,California
SO - 0001103,In-Store,WARE-NMK1003,2018-10-04,2018-10-20,2018-10-28,5,16,142,44,7,0.075,"3,564.13",5748.6,2018-09-25,37222.185000000005,40240.200000000004,Fall,Missouri
SO - 0001104,Online,WARE-MKL1006,2018-10-04,2018-09-10,2018-10-13,13,22,355,3,8,0.1,"1,336.65",1909.5,2018-09-25,13748.4,15276.0,Fall,Texas
SO - 0001105,Online,WARE-NMK1003,2018-07-19,2018-05-10,2018-10-10,13,22,185,11,7,0.05,"3,308.80",3892.7,2018-09-25,25886.454999999998,27248.899999999998,Fall,New York
SO - 0001106,Online,WARE-MKL1006,2018-10-04,2018-12-10,2018-10-18,12,43,362,11,6,0.075,749.66,1118.9,2018-09-25,6209.895,6713.400000000001,Fall,Michigan
SO - 0001107,Online,WARE-NMK1003,2018-10-04,2018-10-21,2018-10-30,16,3,164,12,1,0.075,"2,559.94",3999.9,2018-09-25,3699.9075000000003,3999.9,Fall,Maryland
SO - 0001108,In-Store,WARE-PUJ1005,2018-07-19,2018-06-10,2018-10-13,10,45,286,39,2,0.075,873.28,1782.2,2018-09-26,3297.07,3564.4,Fall,Iowa
SO - 0001109,Distributor,WARE-NMK1003,2018-07-19,2018-10-22,2018-10-31,24,12,114,47,4,0.05,707.52,1072.0,2018-09-26,4073.6,4288.0,Fall,Oklahoma
SO - 0001110,In-Store,WARE-XYS1001,2018-10-04,2018-12-10,2018-10-19,10,3,29,2,4,0.4,559.92,917.9,2018-09-26,2202.96,3671.6,Fall,Wisconsin
SO - 0001111,Distributor,WARE-PUJ1005,2018-10-04,2018-10-21,2018-10-31,23,40,323,34,2,0.075,"2,836.51",5252.8,2018-09-26,9717.68,10505.6,Fall,Missouri
SO - 0001112,Distributor,WARE-UHY1004,2018-07-19,2018-04-10,2018-07-10,22,2,213,44,4,0.075,"5,399.73",6505.7,2018-09-26,24071.09,26022.8,Fall,West Virginia
SO - 0001113,In-Store,WARE-PUJ1005,2018-07-19,2018-09-29,2018-09-30,4,7,317,21,6,0.1,"1,932.41",3390.2,2018-09-26,18307.079999999998,20341.199999999997,Fall,Arkansas
SO - 0001114,In-Store,WARE-PUJ1005,2018-10-04,2018-10-18,2018-10-24,6,34,298,34,5,0.075,108.34,221.1,2018-09-26,1022.5875000000001,1105.5,Fall,Delaware
SO - 0001115,Online,WARE-PUJ1005,2018-07-19,2018-10-24,2018-03-11,14,14,282,38,2,0.05,"3,034.83",3993.2,2018-09-26,7587.079999999999,7986.4,Fall,Texas
SO - 0001116,In-Store,WARE-MKL1006,2018-07-19,2018-01-10,2018-06-10,9,43,340,24,8,0.4,"1,612.29",2519.2,2018-09-26,12092.159999999998,20153.6,Fall,Utah
SO - 0001117,In-Store,WARE-XYS1001,2018-07-19,2018-07-10,2018-10-15,9,11,19,21,5,0.05,"2,964.75",3953.0,2018-09-27,18776.75,19765.0,Fall,Utah
SO - 0001118,In-Store,WARE-PUJ1005,2018-10-04,2018-09-10,2018-10-18,12,12,303,37,3,0.2,840.92,1092.1,2018-09-27,2621.04,3276.2999999999997,Fall,California
SO - 0001119,Online,WARE-NBV1002,2018-10-04,2018-05-10,2018-10-10,20,26,84,36,7,0.3,"4,726.92",5835.7,2018-09-27,28594.93,40849.9,Fall,New York
SO - 0001120,In-Store,WARE-NMK1003,2018-10-04,2018-10-19,2018-10-21,12,31,101,17,5,0.05,"1,276.35",1701.8,2018-09-27,8083.549999999999,8509.0,Fall,Oklahoma
SO - 0001121,Wholesale,WARE-XYS1001,2018-10-04,2018-07-10,2018-10-10,26,31,20,45,6,0.15,"4,343.14",6117.1,2018-09-27,31197.210000000003,36702.600000000006,Fall,Nevada
SO - 0001122,In-Store,WARE-MKL1006,2018-07-19,2018-10-21,2018-10-29,6,6,332,16,2,0.075,"1,188.92",1829.1,2018-09-27,3383.835,3658.2,Fall,New Jersey
SO - 0001123,In-Store,WARE-MKL1006,2018-10-04,2018-09-30,2018-06-10,2,48,363,9,5,0.075,"2,477.73",3932.9,2018-09-27,18189.662500000002,19664.5,Fall,California
SO - 0001124,Online,WARE-NMK1003,2018-07-19,2018-01-10,2018-09-10,15,20,97,15,2,0.05,"1,101.82",1695.1,2018-09-27,3220.6899999999996,3390.2,Fall,New York
SO - 0001125,Online,WARE-NMK1003,2018-07-19,2018-10-23,2018-10-28,12,18,199,36,4,0.2,130.25,180.9,2018-09-27,578.88,723.6,Fall,Rhode Island
SO - 0001126,In-Store,WARE-NMK1003,2018-10-04,2018-05-10,2018-10-15,12,2,126,3,1,0.15,631.94,877.7,2018-09-28,746.0450000000001,877.7,Fall,Michigan
SO - 0001127,In-Store,WARE-NBV1002,2018-10-04,2018-10-21,2018-10-27,9,45,79,33,7,0.15,"1,984.88",2646.5,2018-09-28,15746.675,18525.5,Fall,Massachusetts
SO - 0001128,In-Store,WARE-NBV1002,2018-10-04,2018-10-17,2018-10-23,9,25,74,47,4,0.05,"2,206.85",5132.2,2018-09-28,19502.359999999997,20528.8,Fall,Utah
SO - 0001129,Online,WARE-XYS1001,2018-07-19,2018-10-23,2018-02-11,18,21,48,17,8,0.4,"3,271.74",5112.1,2018-09-28,24538.08,40896.8,Fall,Mississippi
SO - 0001130,In-Store,WARE-UHY1004,2018-07-19,2018-04-10,2018-11-10,12,47,222,31,7,0.05,522,1065.3,2018-09-28,7084.244999999999,7457.099999999999,Fall,Minnesota
SO - 0001131,Online,WARE-UHY1004,2018-07-19,2018-08-10,2018-10-13,19,13,216,2,6,0.15,"2,059.85",3269.6,2018-09-28,16674.96,19617.6,Fall,Iowa
SO - 0001132,In-Store,WARE-PUJ1005,2018-10-04,2018-02-10,2018-09-10,9,28,315,35,6,0.075,"3,277.91",6070.2,2018-09-28,33689.61,36421.2,Fall,New York
SO - 0001133,Online,WARE-XYS1001,2018-07-19,2018-10-18,2018-10-23,18,3,33,46,7,0.2,857.4,1279.7,2018-09-28,7166.32,8957.9,Fall,Oklahoma
SO - 0001134,In-Store,WARE-NBV1002,2018-07-19,2018-07-10,2018-08-10,11,41,74,18,1,0.05,"2,449.52",3061.9,2018-09-28,2908.805,3061.9,Fall,Rhode Island
SO - 0001135,In-Store,WARE-UHY1004,2018-07-19,2018-02-10,2018-10-10,1,24,233,15,2,0.05,"1,217.39",2646.5,2018-09-28,5028.349999999999,5293.0,Fall,Florida
SO - 0001136,Distributor,WARE-NMK1003,2018-10-04,2018-10-27,2018-10-31,23,28,169,40,6,0.075,"3,767.54",5232.7,2018-09-29,29041.484999999997,31396.199999999997,Fall,Texas
SO - 0001137,Online,WARE-NMK1003,2018-10-04,2018-10-15,2018-10-19,16,19,105,7,6,0.15,"3,268.93",3986.5,2018-09-29,20331.149999999998,23919.0,Fall,Nebraska
SO - 0001138,Online,WARE-PUJ1005,2018-07-19,2018-03-10,2018-08-10,16,8,306,39,4,0.1,178.49,247.9,2018-09-29,892.44,991.6,Fall,California
SO - 0001139,Distributor,WARE-NMK1003,2018-07-19,2018-01-10,2018-10-10,22,37,113,23,6,0.15,141.5,221.1,2018-09-29,1127.61,1326.6,Fall,Washington
SO - 0001140,Distributor,WARE-MKL1006,2018-10-04,2018-06-10,2018-10-14,23,12,358,45,3,0.1,492.32,1118.9,2018-09-29,3021.03,3356.7000000000003,Fall,Virginia
SO - 0001141,In-Store,WARE-NMK1003,2018-10-04,2018-10-10,2018-10-20,5,11,146,7,1,0.05,"2,825.52",5433.7,2018-09-29,5162.014999999999,5433.7,Fall,Missouri
SO - 0001142,In-Store,WARE-PUJ1005,2018-07-19,2018-10-27,2018-10-28,7,17,291,4,5,0.075,"1,756.47",3028.4,2018-09-29,14006.35,15142.0,Fall,Indiana
SO - 0001143,Online,WARE-PUJ1005,2018-10-04,2018-04-10,2018-10-14,15,22,296,8,1,0.15,"2,296.69",3892.7,2018-09-29,3308.7949999999996,3892.7,Fall,New York
SO - 0001144,In-Store,WARE-UHY1004,2018-10-04,2018-09-10,2018-11-10,12,38,224,39,3,0.15,"2,089.40",2579.5,2018-09-29,6577.724999999999,7738.5,Fall,Arkansas
SO - 0001145,Wholesale,WARE-NMK1003,2018-07-19,2018-03-10,2018-09-10,27,6,131,3,6,0.05,"1,230.12",1809.0,2018-09-29,10311.3,10854.0,Fall,New York
SO - 0001146,Online,WARE-UHY1004,2018-07-19,2018-03-10,2018-05-10,13,22,215,47,4,0.075,"2,457.02",5118.8,2018-09-30,18939.56,20475.2,Fall,Florida
SO - 0001147,Online,WARE-UHY1004,2018-10-04,2018-03-10,2018-09-10,12,42,243,29,2,0.1,753.21,978.2,2018-09-30,1760.7600000000002,1956.4,Fall,Alabama
SO - 0001148,In-Store,WARE-UHY1004,2018-07-19,2018-04-10,2018-06-10,11,29,215,11,3,0.05,554.76,770.5,2018-09-30,2195.9249999999997,2311.5,Fall,Texas
SO - 0001149,In-Store,WARE-XYS1001,2018-10-04,2018-10-16,2018-10-20,12,39,22,41,8,0.075,759.78,1085.4,2018-09-30,8031.960000000001,8683.2,Fall,Oregon
SO - 0001150,In-Store,WARE-PUJ1005,2018-07-19,2018-10-20,2018-10-26,10,15,309,36,5,0.05,795.96,1989.9,2018-09-30,9452.025,9949.5,Fall,Nevada
SO - 0001151,In-Store,WARE-XYS1001,2018-07-19,2018-10-17,2018-10-19,10,4,22,1,4,0.05,"2,180.85",2907.8,2018-09-30,11049.64,11631.2,Fall,Massachusetts
SO - 0001152,Wholesale,WARE-XYS1001,2018-10-04,2018-09-10,2018-10-13,28,32,56,10,8,0.075,886.01,1165.8,2018-09-30,8626.92,9326.4,Fall,Colorado
SO - 0001153,Online,WARE-NMK1003,2018-07-19,2018-10-19,2018-10-28,14,26,116,36,4,0.075,"4,343.48",5715.1,2018-09-30,21145.870000000003,22860.4,Fall,Montana
SO - 0001154,Online,WARE-NMK1003,2018-07-19,2018-10-22,2018-10-31,15,35,160,38,7,0.1,"1,254.37",1695.1,2018-09-30,10679.13,11865.699999999999,Fall,Ohio
SO - 0001155,Distributor,WARE-NMK1003,2018-07-19,2018-10-10,2018-10-19,21,18,156,45,1,0.2,643.87,1038.5,2018-01-10,830.8000000000001,1038.5,Spring,Arizona
SO - 0001156,In-Store,WARE-PUJ1005,2018-07-19,2018-07-10,2018-10-15,4,32,315,23,7,0.05,"2,778.62",5788.8,2018-01-10,38495.52,40521.6,Spring,Ohio
SO - 0001157,Online,WARE-XYS1001,2018-07-19,2018-10-21,2018-10-23,12,9,21,42,2,0.15,"1,118.90",2237.8,2018-01-10,3804.26,4475.6,Spring,Illinois
SO - 0001158,Wholesale,WARE-MKL1006,2018-07-19,2018-10-26,2018-10-30,25,46,330,36,7,0.15,871.87,1132.3,2018-01-10,6737.1849999999995,7926.099999999999,Spring,South Carolina
SO - 0001159,In-Store,WARE-NMK1003,2018-07-19,2018-10-15,2018-10-17,10,19,89,12,4,0.05,552.48,891.1,2018-01-10,3386.18,3564.4,Spring,Illinois
SO - 0001160,Online,WARE-XYS1001,2018-10-04,2018-10-15,2018-10-25,16,41,20,9,4,0.05,"3,055.20",3819.0,2018-01-10,14512.199999999999,15276.0,Spring,North Carolina
SO - 0001161,Distributor,WARE-PUJ1005,2018-07-19,2018-10-10,2018-10-19,21,9,287,9,6,0.15,702.7,1232.8,2018-02-10,6287.279999999999,7396.799999999999,Spring,Minnesota
SO - 0001162,Online,WARE-XYS1001,2018-07-19,2018-05-10,2018-11-10,12,25,14,44,3,0.075,"2,532.60",6331.5,2018-02-10,17569.912500000002,18994.5,Spring,New Hampshire
SO - 0001163,Online,WARE-XYS1001,2018-07-19,2018-10-15,2018-10-17,13,2,51,44,6,0.1,431.41,917.9,2018-02-10,4956.66,5507.4,Spring,Kentucky
SO - 0001164,Online,WARE-UHY1004,2018-07-19,2018-10-28,2018-06-11,14,38,246,38,4,0.05,639.98,1333.3,2018-02-10,5066.54,5333.2,Spring,Tennessee
SO - 0001165,Online,WARE-NMK1003,2018-07-19,2018-10-18,2018-10-23,15,43,97,24,4,0.15,"3,444.34",5467.2,2018-02-10,18588.48,21868.8,Spring,Nebraska
SO - 0001166,Online,WARE-PUJ1005,2018-07-19,2018-10-17,2018-10-18,15,15,310,34,3,0.1,"3,950.32",5896.0,2018-02-10,15919.2,17688.0,Spring,Maryland
SO - 0001167,In-Store,WARE-NBV1002,2018-10-04,2018-08-10,2018-12-10,5,22,78,25,1,0.2,"1,212.03",1809.0,2018-02-10,1447.2,1809.0,Spring,Tennessee
SO - 0001168,Online,WARE-NBV1002,2018-07-19,2018-10-25,2018-10-31,15,26,84,17,4,0.075,722.93,1112.2,2018-02-10,4115.14,4448.8,Spring,Florida
SO - 0001169,Distributor,WARE-NMK1003,2018-07-19,2018-10-24,2018-10-27,25,1,186,4,4,0.05,"1,782.20",2546.0,2018-03-10,9674.8,10184.0,Spring,New York
SO - 0001170,In-Store,WARE-UHY1004,2018-07-19,2018-10-26,2018-01-11,10,34,228,27,8,0.05,774.52,1139.0,2018-03-10,8656.4,9112.0,Spring,Massachusetts
SO - 0001171,In-Store,WARE-UHY1004,2018-07-19,2018-10-19,2018-10-23,8,49,223,26,2,0.05,"2,362.29",3872.6,2018-03-10,7357.94,7745.2,Spring,Indiana
